id,predicted_price
2591820310,377488.94
7974200820,912819.0
7701450110,1127470.8
9522300010,2071199.9
9510861140,724453.1
1761300310,229909.72
7732410120,818462.56
7010701383,626636.6
291310170,435738.94
4232901990,599854.56
6840701125,648470.0
3971700580,441170.5
4202400078,270316.94
6064800090,357781.22
2626119028,243254.53
3303980660,1078176.4
862000020,1035702.7
2386000070,972622.5
1138000450,370893.22
1775800420,461179.22
2291401425,401908.56
2025770560,903657.2
3525069037,643525.44
9324800450,511912.53
8080400136,536611.1
8651540040,514343.25
9407001790,250414.55
1773101530,166869.53
9432900250,344170.9
1794500695,667347.6
2220069003,301391.6
923000120,493253.53
5728000060,549336.75
16000200,230797.72
1926059094,404273.84
6672900220,1060048.0
3629860060,830721.5
1822069109,416324.88
6675500105,378289.9
249000180,1874456.6
226059065,503849.22
396100110,255923.61
9264450460,337832.28
7853361210,395981.75
9474700020,296480.4
421000455,288569.66
3755200220,408951.3
7960100075,465007.28
9477100490,433419.28
9138100350,890241.1
1624049275,485564.12
2770606890,487620.62
1157200189,416605.8
2770601800,523604.34
9301300805,610913.2
2325069032,1176705.5
1021079099,335956.75
7215730040,743214.5
1853200080,453103.38
3224600340,688529.2
3222049120,433941.28
2113700025,277427.66
7893207925,212827.81
3586501085,575003.8
8024200010,351914.2
7116500705,171721.7
1598600209,285403.75
7204200025,920913.44
4206901505,599152.5
2937300440,916092.06
7205000180,353856.9
8718500665,387862.06
5318101765,958094.4
4122700020,1033064.94
8078700020,499262.28
3303980680,936466.6
8924100372,1205156.8
2781270210,205052.45
519000043,520485.47
3225069301,1522221.5
151000075,793080.8
2297400020,435964.84
6617500085,652325.7
104510180,238759.31
3528900060,954252.06
3345100286,583382.06
1226039130,415876.72
8712100720,846544.2
3037200010,379709.94
3626039268,462162.9
104510230,245464.16
5112800060,386092.16
6072400280,636870.25
5317100570,1201262.0
9528102993,538882.0
2919201095,555831.9
6181400920,245902.45
185000161,233809.28
8691400010,793553.44
3345700165,519032.88
6151800486,264762.22
4340000080,1398835.4
4136960010,524493.3
3634100030,319713.03
1624059224,1084200.4
2788400090,248722.3
9828200762,465668.9
7524400250,469991.78
3528000290,736222.94
5700003630,1721647.9
2720069019,263926.34
7227501170,241237.97
2397101270,666282.25
6792100090,745713.44
2770602265,519925.1
3971700937,294977.53
422049203,211826.56
3076500830,253805.72
1423400260,311207.4
9161100795,482688.53
3126049052,540177.4
5100401468,412391.12
514500235,468840.16
1423200170,194738.89
1402100070,408817.0
624110020,746900.56
2407000145,192879.73
1890000225,902893.25
1320069271,353270.03
5490700085,332370.03
263000155,481277.34
3726800201,403119.62
5153200358,292490.8
2725079018,739061.75
7165700200,246022.47
9429000170,611529.06
8718500075,395239.7
1760650950,321732.5
1068000559,1159765.5
4113800500,606272.75
4077800507,512164.4
2725069150,706909.75
4008400035,646882.06
7016310270,434693.44
1432701230,215146.88
3278606050,404233.25
2473350710,391100.2
2185000685,140978.89
7792000025,366394.7
6868200029,475865.47
624069003,713201.3
7431500280,855179.7
3296000040,538325.75
1118001215,1721247.6
6453900040,683390.94
333100209,713807.4
34001765,607195.5
8946700100,375276.22
5561401210,584431.7
6671900095,394402.38
3275850020,739878.0
3876300600,408495.06
1450900020,268620.97
8562780280,326386.66
7663700973,303690.3
2126049032,368739.75
1823059159,218517.05
3438503426,291665.06
9297301495,518378.44
7140700850,394216.88
7942601805,730864.1
2555900030,335996.62
2887970040,277792.88
7419700010,618016.3
2239000011,367592.84
9283800050,363971.4
9407001340,280630.62
217500140,514982.3
7212660520,242713.06
3298201170,345890.0
3057000400,278248.66
6865200444,472595.22
6071600340,521109.2
6821600005,678960.9
1235100371,664726.25
7796450340,338598.8
3603000410,182560.3
9297300255,559281.4
9126100850,542824.56
2770601462,490436.88
2599001500,208283.8
1102000095,733038.7
1853080640,971386.9
9551201585,1014523.06
3438500796,361657.38
7518504291,498582.53
9269200340,479407.06
715010130,1676748.4
1982201485,565661.56
9526500080,387067.2
9277200180,521124.22
6669150280,307322.12
8917100153,594032.0
3760500516,1063108.1
2725069050,923998.1
3332000091,364592.5
8562770080,579563.44
8151601190,276175.38
8563040160,590288.4
240000269,547191.7
4307350200,334930.8
1311910300,281015.9
3574900030,541712.6
7853230570,404807.12
320069049,352422.56
9839301060,669598.9
7011201333,629948.2
2781320100,268372.5
3421069120,449259.12
7852030320,464389.56
5316101075,2252372.0
5309100750,572021.9
629000730,723342.75
511700170,317355.5
1562100030,506514.62
2489200230,615422.56
524069116,491597.7
5315100737,925957.1
1868900675,812173.6
1608000120,331114.66
705700240,334704.8
7575600610,277131.06
1778500015,747407.9
5423500240,190872.86
6713700025,349010.03
2734100734,265642.6
301402280,214821.03
2113700205,263983.53
4114601570,2869076.2
3332000615,261953.69
3630050180,341762.0
6852700520,600286.5
6870310010,637196.0
6163900981,280574.0
393000142,392427.06
1771100130,352459.7
1442860160,395289.38
9191200435,516204.22
6788200800,1051001.2
1115300070,672789.5
3176600105,696782.75
2770604665,629019.5
5469500580,444104.28
5680000545,471924.62
3424089119,613839.5
1328300180,292398.84
1773100922,347661.56
4123830480,341073.7
9808610190,949504.1
4250200140,264555.88
4217402115,3265148.5
3831250350,372030.22
2397101055,816787.5
6817850110,797197.75
7526800200,612894.0
7853370100,647443.75
2523089025,947233.4
9476200680,271527.75
5714200140,415469.66
3575304895,549169.56
263000018,381072.12
8080400177,517332.97
6450304130,332701.12
514500090,601738.3
9477000300,453419.88
853600310,1386532.8
1951600240,191863.03
1099900120,307658.6
5323100120,573299.75
1223089016,443514.84
522059172,256821.14
1930300190,686743.0
9542840410,310874.2
8665050530,505694.0
5592900205,365592.7
5450300010,669224.6
2459960030,341692.3
3331500455,520268.06
3432500705,422934.8
3702900165,329718.25
5249803550,607231.44
626049058,486312.62
1788900380,188987.84
8075400360,229690.62
9113200250,749453.6
2738640040,663528.7
7821200307,496050.66
3530440140,251433.9
3582700130,467486.53
9276200569,751222.7
7197800020,610923.4
686200490,486059.06
3501600100,375585.28
6383000690,646958.25
7604400150,386446.22
5249801411,689217.06
2607720420,434251.62
9561100010,368559.28
1796370590,257178.08
4077800593,388449.56
854000165,226576.14
5536100010,830391.3
4188000670,777266.44
31000165,1379449.0
662350050,888785.0
4137000280,269508.1
6169901130,949441.56
1953400510,259292.14
7518506716,950396.1
1552520010,371172.72
7955080270,304316.44
9212900100,581543.3
3438500798,336863.06
7899800890,223394.84
4319200605,493039.28
1329300480,379180.47
8935100100,609986.4
5016001260,472809.4
4337600280,295657.5
1446401220,171236.17
7135521530,593632.44
6888900115,305441.2
2413301070,301035.72
345700040,301858.25
5566100145,466798.44
7634800070,398256.66
9346910500,656116.44
3529300060,321650.7
8128600060,1038398.5
8572900275,238653.67
4139420590,1276736.1
9274200322,575191.3
1472700200,543901.3
8820903380,645766.4
8563010130,863838.9
8965450110,831317.75
9274204230,481359.1
8165501700,377473.88
2193340260,550591.4
